Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille;Flag_enfant
H;42;Celibataire;Exerce profession;Cadre;Non;1;2;Non;Non;Oui;34,29;Non;0,0;Non;Non;Comme il faut;1
H;48;Marie;Exerce profession;Profession intermediaire;Non;2;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Divorce;Autre inactif;Employe de bureau;Non;11;1;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;78;Celibataire;Autre inactif;Non concerne;Non;3;0;Non;Non;Non;240,0;Non;120,0;Non;Non;Pas assez;0
F;43;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
H;52;Marie;Exerce profession;Cadre;Non;4;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;30;Celibataire;Exerce profession;Technicien;Non;0;1;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;31;Marie;Exerce profession;Cadre;Non;2;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;51;Marie;Exerce profession;Employe de bureau;Non;0;2;Oui;Oui;Non;25,71;Non;0,0;Non;Non;Pas assez;1
H;58;Marie;Autre inactif;Ouvrier qualifie;Non;3;1;Oui;Oui;Oui;300,0;Non;0,0;Non;Non;Comme il faut;1
H;74;Marie;Au foyer;Non concerne;Non;1;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;83;Veuf;Retraite;Employe de bureau;Non;4;5;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;51;Marie;Exerce profession;Ouvrier qualifie;Non;0;2;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;4;1;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;71;Veuf;Retraite;Ouvrier specialise;Non;3;3;Oui;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;53;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Oui;Non;60,0;Non;120,0;Non;Oui;Pas assez;1
H;64;Marie;Retraite;Ouvrier qualifie;Non;5;12;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;61;Marie;Exerce profession;Employe de bureau;Non;6;3;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;72;Veuf;Retraite;Employe de bureau;Non;1;2;Oui;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;37;Marie;Exerce profession;Non concerne;Non;5;2;Non;Oui;Oui;85,71;Oui;85,71;Non;Oui;Comme il faut;1
H;48;Divorce;Exerce profession;Employe de bureau;Non;1;3;Oui;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;24;Celibataire;Etudiant;Non concerne;formation initiale;0;0;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;45;Divorce;Exerce profession;Technicien;Non;2;2;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;29;Celibataire;Chomeur;Profession intermediaire;Non;10;0;Non;Non;Non;240,0;Non;0,0;Non;Oui;Comme il faut;0
H;28;Celibataire;Exerce profession;Ouvrier specialise;Non;3;0;Oui;Non;Oui;240,0;Non;0,0;Non;Non;Comme il faut;0
F;42;Divorce;Exerce profession;Employe de bureau;Non;1;3;Oui;Oui;Non;8,57;Non;0,0;Non;Non;Comme il faut;1
F;39;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Non;Oui;0,0;Non;60,0;Non;Non;Pas assez;0
F;18;Celibataire;Etudiant;Non concerne;formation initiale;0;0;Oui;Oui;Oui;8,57;Non;0,0;Non;Non;Pas assez;0
H;47;Divorce;Exerce profession;Ouvrier qualifie;Non;4;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
H;21;Celibataire;Exerce profession;Ouvrier specialise;Non;3;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;54;Marie;Exerce profession;Cadre;Non;7;2;Oui;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;32;Celibataire;Autre inactif;Employe de bureau;Non;8;3;Non;Oui;Non;300,0;Non;0,0;Non;Oui;Comme il faut;1
H;39;Celibataire;Exerce profession;Ouvrier qualifie;Non;8;0;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;0
H;48;Marie;Exerce profession;Ouvrier qualifie;Non;5;5;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;49;Celibataire;Exerce profession;Technicien;Non;3;0;Non;Oui;Non;120,0;Non;0,0;Non;Non;Refus;0
F;52;Marie;Chomeur;Ouvrier specialise;Non;3;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;69;Divorce;Retraite;Non concerne;Non;1;3;Non;Non;Non;60,0;Non;120,0;Non;Non;Comme il faut;1
F;72;Marie;Retraite;Employe de bureau;Non;5;3;Oui;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;21;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
F;71;Veuf;Retraite;Employe de bureau;Non;3;4;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Marie;Exerce profession;Ouvrier qualifie;Non;8;5;Non;Non;Non;25,71;Non;0,0;Non;Non;Comme il faut;1
H;40;Marie;Exerce profession;Ouvrier qualifie;Non;6;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;26;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;0,0;Non;60,0;Non;Oui;Comme il faut;1
H;23;Celibataire;Exerce profession;Non concerne;Non;3;0;Oui;Oui;Non;0,0;Non;0,0;Oui;Non;Comme il faut;0
H;49;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
F;58;Marie;Autre inactif;Employe de bureau;Non;6;2;Non;Oui;Non;240,0;Non;60,0;Non;Non;Pas assez;1
F;59;Marie;Autre inactif;Employe de bureau;Non;5;4;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;63;Marie;Retraite;Cadre;Non;3;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;29;Divorce;Exerce profession;Ouvrier qualifie;Non;3;3;Non;Non;Non;60,0;Non;0,0;Non;Oui;Comme il faut;1
H;60;Marie;Retraite;Cadre;Non;1;1;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;60;Veuf;Retraite;Employe de bureau;Non;6;9;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
F;69;Marie;Retraite;Ouvrier specialise;Non;4;2;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;72;Veuf;Autre inactif;Ouvrier qualifie;Non;2;2;Oui;Non;Non;240,0;Non;0,0;Non;Non;Pas assez;1
F;81;Veuf;Au foyer;Employe de bureau;Non;6;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;49;Divorce;Autre inactif;Technicien;Non;6;0;Non;Non;Non;300,0;Non;0,0;Non;Oui;Comme il faut;0
F;45;Marie;Autre inactif;Non concerne;Non;1;4;Non;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Celibataire;Exerce profession;Technicien;Non;6;0;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;0
H;35;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;73;Marie;Retraite;Ouvrier qualifie;Non;1;3;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;59;Marie;Exerce profession;Ouvrier qualifie;Non;5;6;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Divorce;Exerce profession;Ouvrier qualifie;Non;3;1;Oui;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;36;Celibataire;Exerce profession;Cadre;Non;1;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;20;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
F;33;Divorce;Exerce profession;Employe de bureau;Non;4;1;Non;Non;Non;120,0;Non;60,0;Non;Non;Comme il faut;1
H;79;Marie;Retraite;Ouvrier qualifie;Non;3;5;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;60;Veuf;Retraite;Ouvrier specialise;Non;2;2;Oui;Oui;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
H;66;Divorce;Au foyer;Non concerne;Non;4;0;Oui;Oui;Non;420,0;Non;180,0;Non;Non;Comme il faut;0
F;41;Marie;Exerce profession;Cadre;Non;1;2;Oui;Oui;Oui;0,0;Non;0,0;Non;Oui;Pas assez;1
H;53;Marie;Exerce profession;Cadre;Non;3;2;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;47;Marie;Autre inactif;Ouvrier qualifie;Non;0;4;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;61;Divorce;Retraite;Cadre;Non;3;1;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;39;Divorce;Exerce profession;Profession intermediaire;Non;2;1;Oui;Oui;Oui;180,0;Oui;120,0;Non;Non;Pas assez;1
H;35;Celibataire;Exerce profession;Employe de bureau;Non;3;0;Non;Oui;Oui;300,0;Non;0,0;Non;Non;Pas assez;0
F;53;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Non;Oui;Non;34,29;Non;0,0;Non;Non;Comme il faut;1
F;61;Marie;Retraite;Employe de bureau;Non;5;3;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;39;Celibataire;Exerce profession;Ouvrier specialise;Non;3;0;Non;Non;Non;480,0;Non;0,0;Oui;Non;Comme il faut;0
H;41;Marie;Exerce profession;Profession intermediaire;Non;2;1;Non;Non;Oui;60,0;Non;0,0;Non;Oui;Pas assez;1
F;34;Marie;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;60,0;Non;0,0;Non;Oui;Comme il faut;0
H;58;Marie;Retraite;Ouvrier qualifie;Non;3;3;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;60;Marie;Exerce profession;Cadre;Non;3;2;Oui;Oui;Oui;34,29;Non;0,0;Non;Oui;Comme il faut;1
F;56;Marie;Retraite;Employe de bureau;Non;3;1;Oui;Oui;Oui;120,0;Non;60,0;Non;Non;Comme il faut;1
F;32;Celibataire;Exerce profession;Employe de bureau;Non;5;4;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;43;Celibataire;Exerce profession;Employe de bureau;Non;1;1;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
H;68;Marie;Retraite;Autre;Non;1;4;Oui;Non;Non;360,0;Non;0,0;Non;Non;Pas assez;1
H;36;Marie;Exerce profession;Non concerne;Non;1;2;Non;Non;Oui;120,0;Non;0,0;Non;Non;Pas assez;1
H;41;Marie;Exerce profession;Technicien;Non;3;2;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Comme il faut;1
H;24;Celibataire;Exerce profession;Technicien;Non;3;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;59;Marie;Autre inactif;Cadre;Non;6;2;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;22;Celibataire;Exerce profession;Profession intermediaire;Non;3;0;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;0
F;44;Marie;Chomeur;Autre;Non;1;2;Non;Non;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
H;70;Marie;Retraite;Cadre;Non;0;4;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;23;Celibataire;Exerce profession;Employe de bureau;Non;6;0;Non;Oui;Oui;0,0;Non;0,0;Non;Oui;Trop;0
H;52;Divorce;Chomeur;Ouvrier qualifie;Non;4;1;Non;Non;Non;0,0;Non;0,0;Non;Non;Pas assez;1
H;40;Marie;Exerce profession;Non concerne;Non;5;3;Non;Non;Non;120,0;Non;0,0;Oui;Non;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;45;Marie;Exerce profession;Cadre;Non;3;4;Oui;Oui;Non;25,71;Non;0,0;Non;Non;Comme il faut;1
H;71;Marie;Retraite;Ouvrier qualifie;Non;5;2;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;38;Divorce;Exerce profession;Employe de bureau;Non;1;2;Oui;Non;Non;240,0;Non;0,0;Non;Oui;Comme il faut;1
H;55;Marie;Exerce profession;Ouvrier qualifie;Non;2;2;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;44;Marie;Retraite;Employe de bureau;Non;2;1;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Pas assez;1
H;25;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;70;Marie;Retraite;Ouvrier qualifie;Non;3;2;Oui;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;1
F;24;Celibataire;Chomeur;Employe de bureau;Non;2;0;Non;Oui;Oui;240,0;Non;0,0;Non;Oui;Comme il faut;0
F;40;Marie;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;120,0;Non;120,0;Non;Non;Pas assez;1
F;84;Veuf;Retraite;Employe de bureau;Non;5;5;Non;Oui;Non;300,0;Non;0,0;Non;Oui;Pas assez;1
F;55;Divorce;Exerce profession;Employe de bureau;Non;4;1;Oui;Oui;Non;120,0;Non;0,0;Non;Oui;Pas assez;1
F;29;Celibataire;Exerce profession;Employe de bureau;Non;8;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;22;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;0
H;29;Celibataire;Chomeur;Profession intermediaire;Non;1;0;Non;Oui;Oui;360,0;Non;0,0;Non;Non;Comme il faut;0
F;74;Veuf;Au foyer;Non concerne;Non;1;4;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;30;Celibataire;Exerce profession;Ouvrier qualifie;Non;3;0;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Pas assez;0
H;34;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Oui;0,0;Non;25,71;Non;Non;Comme il faut;0
F;57;Marie;Exerce profession;Non concerne;Non;1;4;Oui;Oui;Non;0,0;Non;60,0;Non;Non;Pas assez;1
H;50;Marie;Chomeur;Ouvrier qualifie;Non;7;5;Non;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;56;Marie;Exerce profession;Technicien;Non;5;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Celibataire;Exerce profession;Employe de bureau;Non;3;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;1
F;56;Veuf;Autre inactif;Ouvrier specialise;Non;8;12;Oui;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;48;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;41;Marie;Exerce profession;Cadre;Non;2;3;Oui;Oui;Oui;42,86;Non;0,0;Non;Non;Comme il faut;1
H;74;Marie;Retraite;Ouvrier qualifie;Non;1;3;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;28;Marie;Exerce profession;Cadre;Non;2;1;Non;Oui;Oui;60,0;Non;0,0;Non;Non;Comme il faut;1
F;26;Celibataire;Exerce profession;Ouvrier qualifie;Non;7;0;Non;Non;Non;10,0;Non;240,0;Non;Oui;Pas assez;0
F;42;Celibataire;Exerce profession;Employe de bureau;Non;2;2;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Pas assez;1
F;74;Marie;Autre inactif;Non concerne;Non;2;2;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Marie;Exerce profession;Ouvrier specialise;Non;1;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;60,0;Non;0,0;Non;Non;Pas assez;1
H;42;Marie;Exerce profession;Ouvrier specialise;Non;3;4;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;42;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Non;Oui;0,0;Non;60,0;Non;Non;Comme il faut;0
F;20;Celibataire;Chomeur;Employe de bureau;Non;4;0;Non;Oui;Non;780,0;Non;0,0;Oui;Oui;Pas assez;0
H;21;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Non;Oui;60,0;Non;120,0;Non;Oui;Comme il faut;0
H;36;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;69;Celibataire;Retraite;Profession intermediaire;Non;2;0;Oui;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;0
H;48;Celibataire;Exerce profession;Ouvrier qualifie;Non;4;0;Non;Non;Non;180,0;Non;60,0;Non;Non;Comme il faut;0
F;52;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
H;19;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Oui;Oui;Oui;25,71;Non;0,0;Non;Non;Comme il faut;0
H;26;Marie;Exerce profession;Profession intermediaire;Non;2;0;Oui;Oui;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
F;57;Divorce;Autre inactif;Employe de bureau;Non;1;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;55;Marie;Exerce profession;Employe de bureau;Non;1;2;Non;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;28;Celibataire;Autre inactif;Ouvrier specialise;Non;7;3;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;64;Divorce;Retraite;Profession intermediaire;Non;1;2;Non;Non;Non;0,0;Non;60,0;Non;Non;Pas assez;1
H;37;Marie;Exerce profession;Profession intermediaire;Non;3;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;22;Celibataire;Exerce profession;Ouvrier specialise;Non;6;0;Non;Non;Oui;120,0;Non;0,0;Non;Oui;Comme il faut;0
H;52;Marie;Chomeur;Ouvrier specialise;Non;7;4;Non;Non;Non;300,0;Non;120,0;Non;Non;Comme il faut;1
F;33;Marie;Exerce profession;Employe de bureau;Non;6;3;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;70;Marie;Retraite;Ouvrier specialise;Non;11;11;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;53;Marie;Exerce profession;Technicien;Non;4;4;Oui;Non;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Autre inactif;Non concerne;Non;2;2;Non;Non;Non;180,0;Non;0,0;Non;Non;Trop;1
H;25;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;39;Marie;Exerce profession;Ouvrier qualifie;Non;4;1;Non;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;35;Marie;Exerce profession;Profession intermediaire;Non;0;2;Oui;Oui;Non;0,0;Non;60,0;Non;Non;Comme il faut;1
F;25;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Non;308,57;Non;0,0;Oui;Non;Pas assez;0
H;40;Marie;Exerce profession;Ouvrier qualifie;Non;2;1;Non;Non;Non;17,14;Non;0,0;Non;Non;Comme il faut;1
F;55;Divorce;Exerce profession;Non concerne;Non;4;1;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;61;Veuf;Exerce profession;Cadre;Non;3;1;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;43;Divorce;Chomeur;Employe de bureau;Non;4;2;Non;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;53;Marie;Exerce profession;Cadre;Non;5;3;Non;Oui;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;28;Marie;Exerce profession;Technicien;Non;5;1;Non;Oui;Non;60,0;Non;0,0;Non;Non;Pas assez;1
F;68;Veuf;Retraite;Ouvrier specialise;Non;2;1;Oui;Oui;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
H;78;Veuf;Au foyer;Non concerne;Non;4;0;Non;Oui;Non;180,0;Non;0,0;Non;Oui;Pas assez;0
H;43;Celibataire;Chomeur;Cadre;Non;19;0;Non;Oui;Oui;120,0;Non;0,0;Non;Non;Pas assez;0
H;35;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Oui;17,14;Non;0,0;Non;Non;Comme il faut;0
H;30;Marie;Exerce profession;Employe de bureau;Non;8;0;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
F;47;Marie;Exerce profession;Employe de bureau;Non;9;4;Non;Oui;Non;60,0;Non;34,29;Non;Non;Pas assez;1
H;50;Divorce;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Pas assez;1
H;38;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;0
H;68;Marie;Retraite;Employe de bureau;Non;1;4;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Etudiant;Non concerne;formation initiale;5;0;Non;Non;Oui;0,0;Non;0,0;Non;Non;Pas assez;0
H;69;Marie;Retraite;Profession intermediaire;Non;5;2;Oui;Non;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
F;43;Celibataire;Exerce profession;Autre;Non;1;0;Non;Oui;Non;85,71;Non;128,57;Non;Oui;Pas assez;0
H;31;Marie;Exerce profession;Profession intermediaire;Non;7;2;Non;Oui;Oui;420,0;Non;0,0;Non;Non;Comme il faut;1
H;43;Marie;Exerce profession;Technicien;Non;1;1;Oui;Oui;Oui;120,0;Oui;60,0;Non;Non;Comme il faut;1
F;63;Marie;Retraite;Employe de bureau;Non;3;3;Oui;Oui;Non;120,0;Non;180,0;Non;Non;Comme il faut;1
H;37;Celibataire;Autre inactif;Ouvrier specialise;Non;0;0;Non;Non;Non;180,0;Non;0,0;Oui;Non;Comme il faut;0
F;62;Marie;Retraite;Ouvrier specialise;Non;6;0;Oui;Non;Non;300,0;Non;0,0;Non;Non;Pas assez;0
H;61;Marie;Exerce profession;Ouvrier qualifie;Non;10;2;Non;Non;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;18;Celibataire;Chomeur;Non concerne;Non;5;0;Non;Non;Oui;300,0;Non;0,0;Non;Non;Comme il faut;0
H;46;Marie;Exerce profession;Cadre;Non;4;4;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;36;Divorce;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;120,0;Non;0,0;Non;Oui;Comme il faut;1
F;68;Marie;Retraite;Employe de bureau;Non;9;3;Oui;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;24;Celibataire;Exerce profession;Technicien;Non;5;0;Oui;Oui;Oui;0,0;Non;0,0;Non;Non;Comme il faut;0
H;70;Marie;Retraite;Ouvrier specialise;Non;4;8;Non;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;61;Marie;Retraite;Ouvrier qualifie;Non;4;7;Non;Non;Non;300,0;Non;0,0;Non;Non;Comme il faut;1
F;44;Marie;Exerce profession;Cadre;Non;6;3;Non;Oui;Oui;34,29;Non;42,86;Non;Non;Comme il faut;1
H;53;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Oui;Oui;Non;0,0;Non;0,0;Non;Oui;Comme il faut;0
H;30;Marie;Exerce profession;Ouvrier qualifie;Non;3;4;Non;Oui;Non;240,0;Non;0,0;Non;Non;Comme il faut;1
H;44;Marie;Exerce profession;Ouvrier qualifie;Non;3;2;Non;Non;Non;480,0;Non;0,0;Non;Non;Comme il faut;1
F;50;Marie;Exerce profession;Employe de bureau;Non;1;1;Non;Oui;Non;120,0;Non;0,0;Non;Non;Comme il faut;1
H;37;Celibataire;Exerce profession;Non concerne;Non;2;0;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;0
H;36;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Non;Non;120,0;Non;0,0;Oui;Non;Pas assez;0
F;37;Marie;Exerce profession;Employe de bureau;Non;3;1;Oui;Non;Non;0,0;Non;0,0;Non;Oui;Comme il faut;1
F;66;Celibataire;Retraite;Employe de bureau;Non;2;1;Non;Non;Non;120,0;Non;0,0;Non;Non;Pas assez;1
F;70;Veuf;Autre inactif;Profession intermediaire;Non;2;3;Oui;Non;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
H;46;Marie;Chomeur;Ouvrier specialise;Non;8;2;Oui;Oui;Non;60,0;Non;0,0;Non;Non;Comme il faut;1
H;70;Marie;Au foyer;Non concerne;Non;1;4;Non;Non;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;43;Marie;Exerce profession;Employe de bureau;Non;4;1;Non;Oui;Non;180,0;Non;0,0;Non;Non;Comme il faut;1
F;48;Marie;Exerce profession;Employe de bureau;Non;8;4;Non;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;45;Marie;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;73;Marie;Retraite;Ouvrier qualifie;Non;4;3;Non;Non;Non;360,0;Non;0,0;Non;Non;Comme il faut;1
F;39;Celibataire;Exerce profession;Employe de bureau;Non;1;1;Oui;Non;Non;180,0;Oui;60,0;Non;Non;Comme il faut;1
F;45;Veuf;Exerce profession;Non concerne;Non;4;4;Oui;Oui;Non;0,0;Non;0,0;Non;Non;Comme il faut;1
F;56;Marie;Autre inactif;Technicien;Non;1;3;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;52;Marie;Exerce profession;Profession intermediaire;Non;8;4;Non;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
F;62;Marie;Au foyer;Non concerne;Non;1;5;Oui;Oui;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;68;Marie;Retraite;Cadre;Non;1;3;Oui;Non;Non;180,0;Non;0,0;Non;Non;Pas assez;1
F;35;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Oui;0,0;Non;0,0;Non;Oui;Comme il faut;1
H;35;Celibataire;Exerce profession;Ouvrier qualifie;Non;0;2;Non;Non;Oui;180,0;Non;0,0;Non;Non;Comme il faut;1
H;22;Marie;Exerce profession;Technicien;Non;0;1;Non;Non;Oui;120,0;Non;0,0;Non;Non;Comme il faut;1
F;19;Celibataire;Etudiant;Non concerne;formation initiale;1;0;Non;Oui;Oui;120,0;Non;0,0;Non;Oui;Pas assez;0
